CAT Scan Cerebral Angio w and wo IV Contrast,RM00006,### seeded by seed_mappings.py
CAT Scan Head Angio w and WOC,RM00006,### seeded by seed_mappings.py
CAT Scan Head Angio WWO,RM00006,### seeded by seed_mappings.py
CT Lower Extremity Angio w and wo IV Contrast,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio WWOC,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio WWO,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio w and WOC,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio w and no contrast,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio w and wo IV Contrast,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio w and WO,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Ext Angio w and wo IV Contrast,RM00007,### seeded by seed_mappings.py
CAT Scan Lower Extremity Angio w and without contrast,RM00007,### seeded by seed_mappings.py
CT Neck Angio w and wo IV Contrast,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio w and wo IV Contrast,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio WWOC,RM00008,### seeded by seed_mappings.py
CAT Scan Cervical Soft Tissue Angio w and wo IV Contrast,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio w and no contrast,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio w and without contrast,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio w and WO,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio w and WOC,RM00008,### seeded by seed_mappings.py
CAT Scan Neck Angio WWO,RM00008,### seeded by seed_mappings.py
CT Pelvis Angio w and wo IV Contrast,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio w and wo IV Contrast,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio w and no contrast,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio w and WO,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio w and WOC,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvic Angio w and wo IV Contrast,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio WWOC,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio w and without contrast,RM00009,### seeded by seed_mappings.py
CAT Scan Pelvis Angio WWO,RM00009,### seeded by seed_mappings.py
CT Chest wo IV Contrast,RM00010,### seeded by seed_mappings.py
CAT Scan Chest wo cont,RM00010,### seeded by seed_mappings.py
CAT Scan Chest WO,RM00010,### seeded by seed_mappings.py
CAT Scan Chest wo IV Contrast,RM00010,### seeded by seed_mappings.py
CAT Scan Chest without contrast,RM00010,### seeded by seed_mappings.py
CAT Scan Chest WOC,RM00010,### seeded by seed_mappings.py
CT Chest WO,RM00010,### seeded by seed_mappings.py
CAT Scan Thorax wo IV Contrast,RM00010,### seeded by seed_mappings.py
CAT Scan Chest no contrast,RM00010,### seeded by seed_mappings.py
CT Chest w and wo IV Contrast,RM00011,### seeded by seed_mappings.py
CAT Scan Chest w and wo cont,RM00011,### seeded by seed_mappings.py
CAT Scan Chest w and WO,RM00011,### seeded by seed_mappings.py
CAT Scan Chest WWOC,RM00011,### seeded by seed_mappings.py
CAT Scan Chest WWO,RM00011,### seeded by seed_mappings.py
CAT Scan Chest w and without contrast,RM00011,### seeded by seed_mappings.py
CAT Scan Chest w and WOC,RM00011,### seeded by seed_mappings.py
CAT Scan Chest w and wo IV Contrast,RM00011,### seeded by seed_mappings.py
CAT Scan Chest w and no contrast,RM00011,### seeded by seed_mappings.py
CT Chest w IV Contrast,RM00012,### seeded by seed_mappings.py
CAT Scan Thorax w IV Contrast,RM00012,### seeded by seed_mappings.py
CAT Scan Chest W,RM00012,### seeded by seed_mappings.py
CAT Scan Chest WC,RM00012,### seeded by seed_mappings.py
CT Chest W,RM00012,### seeded by seed_mappings.py
CAT Scan Chest w IV Contrast,RM00012,### seeded by seed_mappings.py
CAT Scan Chest with contrast,RM00012,### seeded by seed_mappings.py
CAT Scan Chest w contrast,RM00012,### seeded by seed_mappings.py
CAT Scan Chest w cont,RM00012,### seeded by seed_mappings.py
CT Cervical Spine w and wo IV Contrast,RM00013,### seeded by seed_mappings.py
CAT Scan Cervical Spine w and no contrast,RM00013,### seeded by seed_mappings.py
CAT Scan C Spine w and wo IV Contrast,RM00013,### seeded by seed_mappings.py
CAT Scan Cervical Spine WWO,RM00013,### seeded by seed_mappings.py
CAT Scan Cervical Spine w and WO,RM00013,### seeded by seed_mappings.py
CAT Scan Cervical Spine w and WOC,RM00013,### seeded by seed_mappings.py
CAT Scan Cervical Spine WWOC,RM00013,### seeded by seed_mappings.py
CAT Scan Cervical Back w and wo IV Contrast,RM00013,### seeded by seed_mappings.py
CAT Scan C-Spine w and wo IV Contrast,RM00013,### seeded by seed_mappings.py
CT Cervical Spine w IV Contrast,RM00014,### seeded by seed_mappings.py
CAT Scan Cervical Spine WC,RM00014,### seeded by seed_mappings.py
CAT Scan C-Spine w IV Contrast,RM00014,### seeded by seed_mappings.py
CAT Scan Cervical Spine w contrast,RM00014,### seeded by seed_mappings.py
CAT Scan Cervical Back w IV Contrast,RM00014,### seeded by seed_mappings.py
CAT Scan C Spine w IV Contrast,RM00014,### seeded by seed_mappings.py
CAT Scan Cervical Spine w IV Contrast,RM00014,### seeded by seed_mappings.py
CAT Scan Cervical Spine W,RM00014,### seeded by seed_mappings.py
CAT Scan Cervical Spine w cont,RM00014,### seeded by seed_mappings.py
CT Cervical Spine wo IV Contrast,RM00015,### seeded by seed_mappings.py
CAT Scan C Spine wo IV Contrast,RM00015,### seeded by seed_mappings.py
CAT Scan Cervical Spine without contrast,RM00015,### seeded by seed_mappings.py
CAT Scan C-Spine wo IV Contrast,RM00015,### seeded by seed_mappings.py
CAT Scan Cervical Spine wo IV Contrast,RM00015,### seeded by seed_mappings.py
CAT Scan Cervical Spine WOC,RM00015,### seeded by seed_mappings.py
CAT Scan Cervical Spine no contrast,RM00015,### seeded by seed_mappings.py
CAT Scan Cervical Back wo IV Contrast,RM00015,### seeded by seed_mappings.py
CAT Scan Cervical Spine WO,RM00015,### seeded by seed_mappings.py
CT Head wo IV Contrast,RM00016,### seeded by seed_mappings.py
CAT Scan Head WOC,RM00016,### seeded by seed_mappings.py
CAT Scan Brain wo IV Contrast,RM00016,### seeded by seed_mappings.py
CAT Scan Cranial wo IV Contrast,RM00016,### seeded by seed_mappings.py
CAT Scan Head wo IV Contrast,RM00016,### seeded by seed_mappings.py
CAT Scan Head no contrast,RM00016,### seeded by seed_mappings.py
CAT Scan Head WO,RM00016,### seeded by seed_mappings.py
CAT Scan Head without contrast,RM00016,### seeded by seed_mappings.py
CAT Scan Cerebral wo IV Contrast,RM00016,### seeded by seed_mappings.py
CT Head w and wo IV Contrast,RM00017,### seeded by seed_mappings.py
CAT Scan Cranial w and wo IV Contrast,RM00017,### seeded by seed_mappings.py
CAT Scan Head WWO,RM00017,### seeded by seed_mappings.py
CAT Scan Head WWOC,RM00017,### seeded by seed_mappings.py
CAT Scan Cerebral w and wo IV Contrast,RM00017,### seeded by seed_mappings.py
CAT Scan Head w and WO,RM00017,### seeded by seed_mappings.py
CAT Scan Head w and no contrast,RM00017,### seeded by seed_mappings.py
CAT Scan Head w and WOC,RM00017,### seeded by seed_mappings.py
CAT Scan Brain w and wo IV Contrast,RM00017,### seeded by seed_mappings.py
CT Head w IV Contrast,RM00018,### seeded by seed_mappings.py
CAT Scan Head WC,RM00018,### seeded by seed_mappings.py
CAT Scan Cranial w IV Contrast,RM00018,### seeded by seed_mappings.py
CAT Scan Head w contrast,RM00018,### seeded by seed_mappings.py
CAT Scan Head W,RM00018,### seeded by seed_mappings.py
CAT Scan Head w IV Contrast,RM00018,### seeded by seed_mappings.py
CAT Scan Cerebral w IV Contrast,RM00018,### seeded by seed_mappings.py
CAT Scan Head w cont,RM00018,### seeded by seed_mappings.py
CAT Scan Brain w IV Contrast,RM00018,### seeded by seed_mappings.py
CT Lumbar Spine wo IV Contrast,RM00019,### seeded by seed_mappings.py
CAT Scan L Spine wo IV Contrast,RM00019,### seeded by seed_mappings.py
CAT Scan Lumbar Spine no contrast,RM00019,### seeded by seed_mappings.py
CAT Scan Lumbar Back wo IV Contrast,RM00019,### seeded by seed_mappings.py
CAT Scan LS Spine wo IV Contrast,RM00019,### seeded by seed_mappings.py
CAT Scan Lumbar Spine WOC,RM00019,### seeded by seed_mappings.py
CAT Scan Lumbar Spine WO,RM00019,### seeded by seed_mappings.py
CAT Scan L-Spine wo IV Contrast,RM00019,### seeded by seed_mappings.py
CAT Scan Lspine wo IV Contrast,RM00019,### seeded by seed_mappings.py
CT Lumbar Spine w and wo IV Contrast,RM00020,### seeded by seed_mappings.py
CAT Scan Lspine w and wo IV Contrast,RM00020,### seeded by seed_mappings.py
CAT Scan LS Spine w and wo IV Contrast,RM00020,### seeded by seed_mappings.py
CAT Scan L-Spine w and wo IV Contrast,RM00020,### seeded by seed_mappings.py
CAT Scan L Spine w and wo IV Contrast,RM00020,### seeded by seed_mappings.py
CAT Scan Lumbar Spine WWO,RM00020,### seeded by seed_mappings.py
CAT Scan Lumbar Spine WWOC,RM00020,### seeded by seed_mappings.py
CAT Scan Lumbar Spine w and WO,RM00020,### seeded by seed_mappings.py
CAT Scan Lumbar Back w and wo IV Contrast,RM00020,### seeded by seed_mappings.py
CT Lumbar Spine w IV Contrast,RM00021,### seeded by seed_mappings.py
CAT Scan L Spine w IV Contrast,RM00021,### seeded by seed_mappings.py
CAT Scan Lumbar Back w IV Contrast,RM00021,### seeded by seed_mappings.py
CAT Scan Lspine w IV Contrast,RM00021,### seeded by seed_mappings.py
CAT Scan LS Spine w IV Contrast,RM00021,### seeded by seed_mappings.py
CAT Scan L-Spine w IV Contrast,RM00021,### seeded by seed_mappings.py
CAT Scan Lumbar Spine WC,RM00021,### seeded by seed_mappings.py
CAT Scan Lumbar Spine W,RM00021,### seeded by seed_mappings.py
CAT Scan Lumbar Spine w IV Contrast,RM00021,### seeded by seed_mappings.py
CT Maxillofacial wo IV Contrast,RM00022,### seeded by seed_mappings.py
CAT Scan Maxillofacial no contrast,RM00022,### seeded by seed_mappings.py
CAT Scan Maxillofacial without contrast,RM00022,### seeded by seed_mappings.py
CAT Scan Maxillofacial WO,RM00022,### seeded by seed_mappings.py
CAT Scan Maxillofacial WOC,RM00022,### seeded by seed_mappings.py
CT Maxillofacial WOC,RM00022,### seeded by seed_mappings.py
CAT Scan Maxillofacial wo cont,RM00022,### seeded by seed_mappings.py
CAT Scan Maxillofacial wo IV Contrast,RM00022,### seeded by seed_mappings.py
CT Maxillofacial WO,RM00022,### seeded by seed_mappings.py
CT Maxillofacial w and wo IV Contrast,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial w and wo cont,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial WWOC,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial w and no contrast,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial w and WOC,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial w and without contrast,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial w and WO,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial WWO,RM00023,### seeded by seed_mappings.py
CAT Scan Maxillofacial w and wo IV Contrast,RM00023,### seeded by seed_mappings.py
CT Maxillofacial w IV Contrast,RM00024,### seeded by seed_mappings.py
CAT Scan Maxillofacial W,RM00024,### seeded by seed_mappings.py
CT Maxillofacial W,RM00024,### seeded by seed_mappings.py
CAT Scan Maxillofacial w cont,RM00024,### seeded by seed_mappings.py
CAT Scan Maxillofacial WC,RM00024,### seeded by seed_mappings.py
CAT Scan Maxillofacial w contrast,RM00024,### seeded by seed_mappings.py
CAT Scan Maxillofacial w IV Contrast,RM00024,### seeded by seed_mappings.py
CAT Scan Maxillofacial with contrast,RM00024,### seeded by seed_mappings.py
CT Maxillofacial WC,RM00024,### seeded by seed_mappings.py
CT Neck wo IV Contrast,RM00025,### seeded by seed_mappings.py
CAT Scan Neck wo IV Contrast,RM00025,### seeded by seed_mappings.py
CT Cervical Soft Tissue WO,RM00025,### seeded by seed_mappings.py
CAT Scan Neck WO,RM00025,### seeded by seed_mappings.py
CAT Scan Neck no contrast,RM00025,### seeded by seed_mappings.py
CAT Scan Neck wo cont,RM00025,### seeded by seed_mappings.py
CAT Scan Cervical Soft Tissue wo IV Contrast,RM00025,### seeded by seed_mappings.py
CAT Scan Neck WOC,RM00025,### seeded by seed_mappings.py
CAT Scan Neck without contrast,RM00025,### seeded by seed_mappings.py
CT Neck w and wo IV Contrast,RM00026,### seeded by seed_mappings.py
CAT Scan Neck w and WOC,RM00026,### seeded by seed_mappings.py
CAT Scan Cervical Soft Tissue w and wo IV Contrast,RM00026,### seeded by seed_mappings.py
CAT Scan Neck w and without contrast,RM00026,### seeded by seed_mappings.py
CAT Scan Neck w and WO,RM00026,### seeded by seed_mappings.py
CAT Scan Neck WWOC,RM00026,### seeded by seed_mappings.py
CAT Scan Neck w and no contrast,RM00026,### seeded by seed_mappings.py
CAT Scan Neck WWO,RM00026,### seeded by seed_mappings.py
CAT Scan Neck w and wo IV Contrast,RM00026,### seeded by seed_mappings.py
CT Neck w IV Contrast,RM00027,### seeded by seed_mappings.py
CAT Scan Neck WC,RM00027,### seeded by seed_mappings.py
CAT Scan Neck w contrast,RM00027,### seeded by seed_mappings.py
CT Cervical Soft Tissue W,RM00027,### seeded by seed_mappings.py
CAT Scan Cervical Soft Tissue w IV Contrast,RM00027,### seeded by seed_mappings.py
CAT Scan Neck w IV Contrast,RM00027,### seeded by seed_mappings.py
CAT Scan Neck with contrast,RM00027,### seeded by seed_mappings.py
CAT Scan Neck w cont,RM00027,### seeded by seed_mappings.py
CAT Scan Neck W,RM00027,### seeded by seed_mappings.py
CT Orbits wo IV Contrast,RM00028,### seeded by seed_mappings.py
CAT Scan Orbits without contrast,RM00028,### seeded by seed_mappings.py
CAT Scan Orbits wo cont,RM00028,### seeded by seed_mappings.py
CAT Scan Orbits no contrast,RM00028,### seeded by seed_mappings.py
CT Orbits WO,RM00028,### seeded by seed_mappings.py
CAT Scan Orbits WOC,RM00028,### seeded by seed_mappings.py
CAT Scan Orbits wo IV Contrast,RM00028,### seeded by seed_mappings.py
CT Orbits WOC,RM00028,### seeded by seed_mappings.py
CAT Scan Orbits WO,RM00028,### seeded by seed_mappings.py
CT Temporal Bone wo IV Contrast,RM00029,### seeded by seed_mappings.py
CT Scan Temporal Bone WO,RM00029,### seeded by seed_mappings.py
CT Scan Temporal Bone WOC,RM00029,### seeded by seed_mappings.py
CAT Scan Temporal Bone no contrast,RM00029,### seeded by seed_mappings.py
CAT Scan Temporal Bone wo IV Contrast,RM00029,### seeded by seed_mappings.py
CAT Scan Temporal Bone WO,RM00029,### seeded by seed_mappings.py
CAT Scan Temporal Bone WOC,RM00029,### seeded by seed_mappings.py
CAT Scan Temporal Bone wo cont,RM00029,### seeded by seed_mappings.py
CAT Scan Temporal Bone without contrast,RM00029,### seeded by seed_mappings.py
CT Orbits w and wo IV Contrast,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits w and wo IV Contrast,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits w and without contrast,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits w and no contrast,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits WWO,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits WWOC,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits w and WOC,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits w and WO,RM00030,### seeded by seed_mappings.py
CAT Scan Orbits w and wo cont,RM00030,### seeded by seed_mappings.py
CT Temporal Bone w and wo IV Contrast,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone w and without contrast,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone w and wo IV Contrast,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone w and WO,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone w and wo cont,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone WWO,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone w and WOC,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone WWOC,RM00031,### seeded by seed_mappings.py
CAT Scan Temporal Bone w and no contrast,RM00031,### seeded by seed_mappings.py
CT Orbits w IV Contrast,RM00032,### seeded by seed_mappings.py
CAT Scan Orbits WC,RM00032,### seeded by seed_mappings.py
CAT Scan Orbits with contrast,RM00032,### seeded by seed_mappings.py
CAT Scan Orbits w IV Contrast,RM00032,### seeded by seed_mappings.py
CT Orbits WC,RM00032,### seeded by seed_mappings.py
CAT Scan Orbits W,RM00032,### seeded by seed_mappings.py
CAT Scan Orbits w contrast,RM00032,### seeded by seed_mappings.py
CT Orbits W,RM00032,### seeded by seed_mappings.py
CAT Scan Orbits w cont,RM00032,### seeded by seed_mappings.py
CT Temporal Bone w IV Contrast,RM00033,### seeded by seed_mappings.py
CAT Scan Temporal Bone WC,RM00033,### seeded by seed_mappings.py
CAT Scan Temporal Bone w IV Contrast,RM00033,### seeded by seed_mappings.py
CT Scan Temporal Bone WC,RM00033,### seeded by seed_mappings.py
CT Scan Temporal Bone W,RM00033,### seeded by seed_mappings.py
CAT Scan Temporal Bone w cont,RM00033,### seeded by seed_mappings.py
CAT Scan Temporal Bone w contrast,RM00033,### seeded by seed_mappings.py
CAT Scan Temporal Bone W,RM00033,### seeded by seed_mappings.py
CAT Scan Temporal Bone with contrast,RM00033,### seeded by seed_mappings.py
CT Pelvis wo IV Contrast,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvis WO,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvis wo cont,RM00034,### seeded by seed_mappings.py
CT Pelvic WO,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvis no contrast,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvis wo IV Contrast,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvis without contrast,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvic wo IV Contrast,RM00034,### seeded by seed_mappings.py
CAT Scan Pelvis WOC,RM00034,### seeded by seed_mappings.py
CT Pelvis w and wo IV Contrast,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis w and WO,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis WWO,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis WWOC,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis w and wo IV Contrast,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvic w and wo IV Contrast,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis w and without contrast,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis w and no contrast,RM00035,### seeded by seed_mappings.py
CAT Scan Pelvis w and WOC,RM00035,### seeded by seed_mappings.py
CT Pelvis w IV Contrast,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvis WC,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvis with contrast,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvic w IV Contrast,RM00036,### seeded by seed_mappings.py
CT Pelvic W,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvis w cont,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvis W,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvis w contrast,RM00036,### seeded by seed_mappings.py
CAT Scan Pelvis w IV Contrast,RM00036,### seeded by seed_mappings.py
CT Post Processing,RM00037,### seeded by seed_mappings.py
CAT Scan Post Processing,RM00037,### seeded by seed_mappings.py
CT Scan Post Processing,RM00037,### seeded by seed_mappings.py
CT Thoracic Spine wo IV Contrast,RM00038,### seeded by seed_mappings.py
CAT Scan Thoracic Spine no contrast,RM00038,### seeded by seed_mappings.py
CAT Scan T Spine wo IV Contrast,RM00038,### seeded by seed_mappings.py
CAT Scan Thoracic Spine WO,RM00038,### seeded by seed_mappings.py
CAT Scan T-Spine wo IV Contrast,RM00038,### seeded by seed_mappings.py
CAT Scan Thoracic Spine without contrast,RM00038,### seeded by seed_mappings.py
CAT Scan Thoracic Spine wo IV Contrast,RM00038,### seeded by seed_mappings.py
CAT Scan Thoracic Spine WOC,RM00038,### seeded by seed_mappings.py
CAT Scan Thoracic Back wo IV Contrast,RM00038,### seeded by seed_mappings.py
CT Thoracic Spine w and wo IV Contrast,RM00039,### seeded by seed_mappings.py
CAT Scan Thoracic Spine WWO,RM00039,### seeded by seed_mappings.py
CAT Scan Thoracic Spine w and no contrast,RM00039,### seeded by seed_mappings.py
CAT Scan Thoracic Spine w and WO,RM00039,### seeded by seed_mappings.py
CAT Scan Thoracic Spine w and WOC,RM00039,### seeded by seed_mappings.py
CAT Scan T-Spine w and wo IV Contrast,RM00039,### seeded by seed_mappings.py
CAT Scan Thoracic Spine WWOC,RM00039,### seeded by seed_mappings.py
CAT Scan T Spine w and wo IV Contrast,RM00039,### seeded by seed_mappings.py
CAT Scan Thoracic Back w and wo IV Contrast,RM00039,### seeded by seed_mappings.py
CT Thoracic Spine w IV Contrast,RM00040,### seeded by seed_mappings.py
CAT Scan Thoracic Spine WC,RM00040,### seeded by seed_mappings.py
CAT Scan T Spine w IV Contrast,RM00040,### seeded by seed_mappings.py
CAT Scan Thoracic Spine w IV Contrast,RM00040,### seeded by seed_mappings.py
CAT Scan Thoracic Spine w cont,RM00040,### seeded by seed_mappings.py
CAT Scan Thoracic Spine w contrast,RM00040,### seeded by seed_mappings.py
CAT Scan Thoracic Back w IV Contrast,RM00040,### seeded by seed_mappings.py
CAT Scan Thoracic Spine W,RM00040,### seeded by seed_mappings.py
CAT Scan T-Spine w IV Contrast,RM00040,### seeded by seed_mappings.py
CT Sinuses wo IV Contrast,RM00041,### seeded by seed_mappings.py
CT Scan Sinuses WOC,RM00041,### seeded by seed_mappings.py
CAT Scan Sinuses without contrast,RM00041,### seeded by seed_mappings.py
CAT Scan Sinuses WO,RM00041,### seeded by seed_mappings.py
CT Scan Sinuses WO,RM00041,### seeded by seed_mappings.py
CAT Scan Sinuses WOC,RM00041,### seeded by seed_mappings.py
CAT Scan Sinuses no contrast,RM00041,### seeded by seed_mappings.py
CAT Scan Sinuses wo IV Contrast,RM00041,### seeded by seed_mappings.py
CAT Scan Sinuses wo cont,RM00041,### seeded by seed_mappings.py
CT Sinuses w IV Contrast,RM00042,### seeded by seed_mappings.py
CAT Scan Sinuses with contrast,RM00042,### seeded by seed_mappings.py
CAT Scan Sinuses w contrast,RM00042,### seeded by seed_mappings.py
CAT Scan Sinuses W,RM00042,### seeded by seed_mappings.py
CAT Scan Sinuses w cont,RM00042,### seeded by seed_mappings.py
CT Scan Sinuses WC,RM00042,### seeded by seed_mappings.py
CAT Scan Sinuses w IV Contrast,RM00042,### seeded by seed_mappings.py
CAT Scan Sinuses WC,RM00042,### seeded by seed_mappings.py
CT Scan Sinuses W,RM00042,### seeded by seed_mappings.py
CT Pelvis Cystogram wo IV Contrast,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvis Cystogram no contrast,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvis Cystogram wo IV Contrast,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvis Cystogram wo cont,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvis Cystogram without contrast,RM00043,### seeded by seed_mappings.py
CT Pelvic Cystogram WO,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvic Cystogram wo IV Contrast,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvis Cystogram WOC,RM00043,### seeded by seed_mappings.py
CAT Scan Pelvis Cystogram WO,RM00043,### seeded by seed_mappings.py
CT Spine wo IV Contrast Density,RM00044,### seeded by seed_mappings.py
CAT Scan Spine wo IV Contrast Density,RM00044,### seeded by seed_mappings.py
CAT Scan Back wo IV Contrast Density,RM00044,### seeded by seed_mappings.py
